STT,Thong_Tin,Label
1880,"2. Gian lận trong học tập, kiểm tra, thi cử. ",Quy_Che_Quy_Dinh
1881,"3. Hút thuốc lá, sử dụng rượu, bia trong khuôn viên Trường. ",Quy_Che_Quy_Dinh
1882,"4. Lừa đảo, trộm cắp tài sản, ký mạo danh giấy tờ, làm giả thẻ sinh viên, sử dụng thẻ sinh viên giả hoặc sử dụng thẻ của sinh viên khác. ",Quy_Che_Quy_Dinh
1883,"5. Trang phục không đúng quy định, trang phục không phù hợp trong môi trường giáo dục (quần short, áo ba lỗ, váy ngắn trên đầu gối ... ) khi đến lớp học hoặc khi làm việc với các đơn vị trong Nhà trường. ",Quy_Che_Quy_Dinh
1884,"6. Phóng xe nhanh, để xe không đúng nơi quy định trong Trường. ",Quy_Che_Quy_Dinh
1885,"7. Gây gỗ đánh nhau hoặc kích động đánh nhau, mang các loại vũ khí, hung khí, chất cháy, chất gây nổ, chất độc hại vào trong Trường. ",Quy_Che_Quy_Dinh
1886,"8. Không đeo thẻ sinh viên, không xuất trình thẻ sinh viên khi được người có trách nhiệm yêu cầu. ",Quy_Che_Quy_Dinh
1887,"9. Chen lấn, xô đẩy, không xếp hàng, gây mất trật tự khi ra vào thang máy và các điểm giao dịch đông người trong Nhà trường. ",Quy_Che_Quy_Dinh
1888,"10. Xả rác bừa bãi; làm hư hại tài sản Nhà trường; viết, vẽ, bôi xóa, làm bẩn lên bàn, tường trong phòng học và trong khuôn viên Trường. ",Quy_Che_Quy_Dinh
1889,11. Tổ chức hoặc tham gia đánh bạc dưới mọi hình thức. ,Quy_Che_Quy_Dinh
1890,"12. Đăng tài, bình luận, chia sẻ bài viết, hình ảnh xuyên tạc, vu khống, xúc phạm uy tín của tổ chức, danh dự và nhân phẩm của cá nhân trên mạng Intenet. ",Quy_Che_Quy_Dinh
1891,13. Được Nhà trường hoặc các đơn vị thuộc Trường môi đến làm việc nhưng không đến mà không có lý do chính đáng. ,Quy_Che_Quy_Dinh
1892,14. Các hành vi khác được quy định tại Điều 6 và khung phụ lục Quy chế Công tác sinh viên của Trường Đại học Công nghiệp Thành phố Hồ Chí Minh. ,Quy_Che_Quy_Dinh
1893,Điều 7. Xử lý vi phạm trong nội quy học đường ,Quy_Che_Quy_Dinh
1894,"Sinh viên vi phạm Nội quy học đường, tùy theo mức độ sẽ bị nhắc nhở, phê bình trừ điểm rèn luyện theo quy định đánh giá kết quả rèn luyện hoặc bị xử lý kỷ luật theo Quy chế Công tác sinh viên và các văn bản quy định có liên quan của Nhà trường. ",Quy_Che_Quy_Dinh
1895,Điều 8. Tổ chức thực hiện nội quy học đường ,Quy_Che_Quy_Dinh
1896,1. Trưởng các đơn vị có trách nhiệm triển khai Nội quy học đường đến viên chức và sinh viên thuộc đơn vị quản lý. ,Quy_Che_Quy_Dinh
1897,"2. Phòng Công tác sinh viên chịu trách nhiệm phổ biến Nội quy này đến sinh viên trong toàn Trường, kiểm tra và giám sát việc thực hiện của sinh viên. ",Quy_Che_Quy_Dinh
1898,"3. Trong quá trình thực hiện, nếu có vướng mắc phát sinh, các đơn vị, cá nhân báo cáo Hiệu trưởng (thông qua Phòng Công tác sinh viên) xem xét, giải quyết. ",Quy_Che_Quy_Dinh
1899,QUY ĐỊNH THỜI GIAN HỌC TẬP VÀ THI (Trường Đại học Công nghiệp TP.HCM - IUH),Quy_Che_Quy_Dinh
1900,"Thời gian học Lý thuyết và Thí nghiệm/Thực hành buổi sáng, tiết 1 từ 6h30 đến 7h20.",Quy_Che_Quy_Dinh
1901,"Thời gian học Lý thuyết và Thí nghiệm/Thực hành buổi sáng, tiết 2 từ 7h20 đến 8h10.",Quy_Che_Quy_Dinh
1902,"Thời gian học Lý thuyết và Thí nghiệm/Thực hành buổi sáng, tiết 3 từ 8h10 đến 9h00.",Quy_Che_Quy_Dinh
1903,Thời gian học Lý thuyết và Thí nghiệm/Thực hành buổi sáng có giờ nghỉ giải lao 10 phút (từ 9h00 đến 9h10).,Quy_Che_Quy_Dinh
1904,"Thời gian học Lý thuyết và Thí nghiệm/Thực hành buổi sáng, tiết 4 từ 9h10 đến 10h00.",Quy_Che_Quy_Dinh
1905,"Thời gian học Lý thuyết và Thí nghiệm/Thực hành buổi sáng, tiết 5 từ 10h00 đến 10h50.",Quy_Che_Quy_Dinh
1906,"Thời gian học Lý thuyết và Thí nghiệm/Thực hành buổi sáng, tiết 6 từ 10h50 đến 11h40.",Quy_Che_Quy_Dinh
1907,"Thời gian học Lý thuyết và Thí nghiệm/Thực hành buổi chiều, tiết 7 từ 12h30 đến 13h20.",Quy_Che_Quy_Dinh
1908,"Thời gian học Lý thuyết và Thí nghiệm/Thực hành buổi chiều, tiết 8 từ 13h20 đến 14h10.",Quy_Che_Quy_Dinh
1909,"Thời gian học Lý thuyết và Thí nghiệm/Thực hành buổi chiều, tiết 9 từ 14h10 đến 15h00.",Quy_Che_Quy_Dinh
1910,Thời gian học Lý thuyết và Thí nghiệm/Thực hành buổi chiều có giờ nghỉ giải lao 10 phút (từ 15h00 đến 15h10).,Quy_Che_Quy_Dinh
1911,"Thời gian học Lý thuyết và Thí nghiệm/Thực hành buổi chiều, tiết 10 từ 15h10 đến 16h00.",Quy_Che_Quy_Dinh
1912,"Thời gian học Lý thuyết và Thí nghiệm/Thực hành buổi chiều, tiết 11 từ 16h00 đến 16h50.",Quy_Che_Quy_Dinh
1913,"Thời gian học Lý thuyết và Thí nghiệm/Thực hành buổi chiều, tiết 12 từ 16h50 đến 17h40.",Quy_Che_Quy_Dinh
1914,"Thời gian học Lý thuyết và Thí nghiệm/Thực hành buổi tối, tiết 13 từ 18h00 đến 18h50.",Quy_Che_Quy_Dinh
1915,"Thời gian học Lý thuyết và Thí nghiệm/Thực hành buổi tối, tiết 14 từ 18h50 đến 19h40.",Quy_Che_Quy_Dinh
1916,Thời gian học Lý thuyết và Thí nghiệm/Thực hành buổi tối có giờ nghỉ giải lao 10 phút (từ 19h40 đến 19h50).,Quy_Che_Quy_Dinh
1917,"Thời gian học Lý thuyết và Thí nghiệm/Thực hành buổi tối, tiết 15 từ 19h50 đến 20h40.",Quy_Che_Quy_Dinh
1918,"Thời gian học Lý thuyết và Thí nghiệm/Thực hành buổi tối, tiết 16 từ 20h40 đến 21h30.",Quy_Che_Quy_Dinh
1919,"Thời gian thi Lý thuyết và thi Trắc nghiệm, Trực tuyến đối với môn thi 60 phút buổi sáng, tiết 1 - 2 bắt đầu từ 6h30.",Quy_Che_Quy_Dinh
1920,"Thời gian thi Lý thuyết và thi Trắc nghiệm, Trực tuyến đối với môn thi 60 phút buổi sáng, tiết 3 - 4 bắt đầu từ 8h20.",Quy_Che_Quy_Dinh
1921,"Thời gian thi Lý thuyết và thi Trắc nghiệm, Trực tuyến đối với môn thi 60 phút buổi sáng, tiết 5 - 6 bắt đầu từ 10h10.",Quy_Che_Quy_Dinh
1922,"Thời gian thi Lý thuyết và thi Trắc nghiệm, Trực tuyến đối với môn thi 60 phút buổi chiều, tiết 7 - 8 bắt đầu từ 12h30.",Quy_Che_Quy_Dinh
1923,"Thời gian thi Lý thuyết và thi Trắc nghiệm, Trực tuyến đối với môn thi 60 phút buổi chiều, tiết 9 - 10 bắt đầu từ 14h20.",Quy_Che_Quy_Dinh
1924,"Thời gian thi Lý thuyết và thi Trắc nghiệm, Trực tuyến đối với môn thi 60 phút buổi chiều, tiết 11 - 12 bắt đầu từ 16h10.",Quy_Che_Quy_Dinh
1925,"Thời gian thi Lý thuyết và thi Trắc nghiệm, Trực tuyến đối với môn thi 60 phút buổi tối, tiết 13 - 14 bắt đầu từ 18h00.",Quy_Che_Quy_Dinh
1926,"Thời gian thi Lý thuyết và thi Trắc nghiệm, Trực tuyến đối với môn thi 60 phút buổi tối, tiết 15 - 16 bắt đầu từ 19h50.",Quy_Che_Quy_Dinh
1927,"Thời gian thi Lý thuyết và thi Trắc nghiệm, Trực tuyến đối với môn thi 90 phút buổi sáng, tiết 1 - 3 bắt đầu từ 6h30.",Quy_Che_Quy_Dinh
1928,"Thời gian thi Lý thuyết và thi Trắc nghiệm, Trực tuyến đối với môn thi 90 phút buổi sáng, tiết 4 - 6 bắt đầu từ 9h10.",Quy_Che_Quy_Dinh
1929,"Thời gian thi Lý thuyết và thi Trắc nghiệm, Trực tuyến đối với môn thi 90 phút buổi chiều, tiết 7 - 9 bắt đầu từ 12h30.",Quy_Che_Quy_Dinh
1930,"Thời gian thi Lý thuyết và thi Trắc nghiệm, Trực tuyến đối với môn thi 90 phút buổi chiều, tiết 10 - 12 bắt đầu từ 15h10.",Quy_Che_Quy_Dinh
1931,"Thời gian thi Lý thuyết và thi Trắc nghiệm, Trực tuyến đối với môn thi 90 phút buổi tối, tiết 13 - 15 bắt đầu từ 18h00.",Quy_Che_Quy_Dinh
1932,Quyết định số 1310/QĐ-ĐHCN ngày 12 tháng 10 năm 2021 về việc ban hành Quy định công tác giáo viên chủ nhiệm lớp sinh viên Trường Đại học Công nghiệp Thành phố Hồ Chí Minh. ,Quy_Che_Quy_Dinh
1933,Điều 1 Quyết định: Ban hành kèm theo Quyết định này Quy định công tác giáo viên chủ nhiệm lớp sinh viên Trường Đại học Công nghiệp Thành phố Hồ Chí Minh. ,Quy_Che_Quy_Dinh
1934,Điều 2 Quyết định: Quyết định này có hiệu lực kể từ ngày ký và thay thế Quyết định số 1035/QĐ-ĐHCN ngày 28 tháng 5 năm 2019 của Hiệu trưởng về việc ban hành Quy định công tác giáo viên chủ nhiệm lớp sinh viên. ,Quy_Che_Quy_Dinh
1935,"Điều 3 Quyết định: Trưởng phòng Công tác sinh viên, Trưởng phòng Tổ chức - Hành chính, trưởng các đơn vị thuộc Trường, giáo viên chủ nhiệm và lớp sinh viên chịu trách nhiệm thi hành Quyết định này. ",Quy_Che_Quy_Dinh
1936,"Điều 1. Phạm vi điều chỉnh của Quy định bao gồm: Nhiệm vụ, quyền hạn của giáo viên chủ nhiệm, thời gian sinh hoạt, quy trình sinh hoạt, báo cáo kết quả, khen thưởng - kỷ luật và tổ chức thực hiện. ",Quy_Che_Quy_Dinh
1937,Điều 1. Đối tượng áp dụng của Quy định là giảng viên được phân công làm nhiệm vụ giáo viên chủ nhiệm tại Trường Đại học Công nghiệp Thành phố Hồ Chí Minh. ,Quy_Che_Quy_Dinh
1938,"Điều 2. Mục đích, yêu cầu (Khoản 1): Hỗ trợ Nhà trường quản lý sinh viên, theo dõi tình hình lớp, kịp thời phát hiện và đề xuất xử lý các tình huống phát sinh trong quá trình đào tạo. ",Quy_Che_Quy_Dinh
1939,"Điều 2. Mục đích, yêu cầu (Khoản 2): Hỗ trợ và tư vấn cho sinh viên, giúp sinh viên thực hiện tốt các nhiệm vụ trong học tập và rèn luyện. ",Quy_Che_Quy_Dinh
1940,"Điều 2. Mục đích, yêu cầu (Khoản 3): Tăng cường mối quan hệ giữa Nhà trường, gia đình và xã hội trong giáo dục đạo đức, lối sống cho sinh viên. ",Quy_Che_Quy_Dinh
1941,"Điều 3. Nhiệm vụ của GVCN (Điểm a): Quản lý lớp sinh viên, nắm vững danh sách lớp, ban cán sự lớp, thông tin cá nhân của từng sinh viên. ",Quy_Che_Quy_Dinh
1942,"Điều 3. Nhiệm vụ của GVCN (Điểm b): Theo dõi tình hình học tập, rèn luyện, tư tưởng, đạo đức, lối sống của sinh viên; báo cáo trưởng đơn vị khi được yêu cầu hoặc khi có vấn đề cần lưu ý. ",Quy_Che_Quy_Dinh
1943,"Điều 3. Nhiệm vụ của GVCN (Điểm c): Thông báo kịp thời về gia đình các trường hợp bị cảnh báo học vụ, kỷ luật cảnh cáo, đình chỉ học, buộc thôi học để phối hợp giáo dục. ",Quy_Che_Quy_Dinh
1944,"Điều 3. Nhiệm vụ của GVCN (Điểm d): Chủ động liên hệ với các đơn vị, cá nhân có liên quan tham gia giải quyết các vấn đề liên quan đến sinh viên lớp phụ trách. ",Quy_Che_Quy_Dinh
1945,"Điều 3. Nhiệm vụ của GVCN (Điểm đ): Tổ chức sinh hoạt lớp, bầu ban cán sự, đề nghị khen thưởng, tổ chức phê bình kỷ luật; thực hiện đánh giá kết quả rèn luyện sinh viên theo quy định. ",Quy_Che_Quy_Dinh
1946,"Điều 3. Nhiệm vụ của GVCN (Điểm e): Động viên, hỗ trợ, tạo điều kiện cho sinh viên tham gia các hoạt động ngoại khóa về học thuật, văn hóa, xã hội, văn nghệ, thể thao và tình nguyện. ",Quy_Che_Quy_Dinh
1947,"Điều 3. Nhiệm vụ của GVCN (Điểm g): Nắm vững quy chế đào tạo, rèn luyện, công tác sinh viên, nội quy học tập của Nhà trường để thực hiện hiệu quả công tác chủ nhiệm. ",Quy_Che_Quy_Dinh
1948,"Điều 3. Nhiệm vụ của GVCN (Điểm h): Cố vấn học tập, giải đáp thắc mắc cho sinh viên. ",Quy_Che_Quy_Dinh
1949,"Điều 3. Quyền của GVCN (Điểm a): Được phân quyền xem kết quả học tập, rèn luyện của sinh viên và đề nghị các đơn vị hỗ trợ cung cấp thông tin phục vụ sinh hoạt chủ nhiệm. ",Quy_Che_Quy_Dinh
1950,Điều 3. Quyền của GVCN (Điểm b): Tham dự họp Hội đồng xét khen thưởng - kỷ luật đối với sinh viên lớp phụ trách và có quyền đề xuất hình thức phù hợp. ,Quy_Che_Quy_Dinh
1951,"Điều 3. Quyền của GVCN (Điểm c, d): Ký và chịu trách nhiệm các giấy tờ liên quan đến sinh viên theo phân cấp; được hưởng các chế độ theo quy chế chi tiêu nội bộ của Nhà trường. ",Quy_Che_Quy_Dinh
1952,"Điều 4. Thời gian sinh hoạt chủ nhiệm: Tiến hành ít nhất mỗi tháng một lần, GVCN được chủ động sắp xếp thời gian, hình thức (trực tiếp hoặc trực tuyến). Có thể triệu tập họp đột xuất khi cần. ",Quy_Che_Quy_Dinh
1953,"Điều 5. Quy trình sinh hoạt chủ nhiệm (Khoản 1, 2, 3a, 3b): Thông báo thời gian địa điểm; chuẩn bị nội dung; tiến hành điểm danh và cử thư ký ghi biên bản. ",Quy_Che_Quy_Dinh
1954,"Điều 5. Quy trình sinh hoạt chủ nhiệm (Khoản 3c, 3d): Phổ biến thông tin nổi bật trong tháng; nhận xét đánh giá tình hình lớp, thực hiện quy trình xét khen thưởng/kỷ luật (nếu có). ",Quy_Che_Quy_Dinh
1955,"Điều 5. Quy trình sinh hoạt chủ nhiệm (Khoản 3đ, 3e): Triển khai nội dung học tập rèn luyện tháng kế tiếp; tổ chức thảo luận, lắng nghe ý kiến, khó khăn của sinh viên và giải đáp. ",Quy_Che_Quy_Dinh
1956,"Điều 5. Quy trình sinh hoạt chủ nhiệm (Khoản 3g, 3h, 3i): GVCN kết luận, nhắc nhở; thư ký đọc biên bản; GVCN, thư ký và đại diện cán bộ lớp ký vào biên bản. ",Quy_Che_Quy_Dinh
1957,"Điều 5. Quy trình sinh hoạt chủ nhiệm (Khoản 3k, 3l): Sau sinh hoạt, GVCN báo cáo Ban lãnh đạo đơn vị các nội dung cần lưu ý để xem xét giải quyết, cập nhật số sinh viên vắng mặt vào phần mềm. ",Quy_Che_Quy_Dinh
1958,Điều 6. Báo cáo kết quả công tác chủ nhiệm: GVCN nộp hồ sơ cho trưởng đơn vị vào tuần đầu tiên của học kỳ mới. ,Quy_Che_Quy_Dinh
1959,Điều 6. Hồ sơ báo cáo kết quả công tác chủ nhiệm gồm: (1) Danh sách sinh viên; (2) Biên bản sinh hoạt; (3) Minh chứng hoạt động phong trào (nếu có); (4) Báo cáo kết quả theo học kỳ. ,Quy_Che_Quy_Dinh
1960,Điều 7. Khen thưởng - kỷ luật: GVCN hoàn thành tốt nhiệm vụ được xét khen thưởng; nếu không hoàn thành sẽ bị xử lý theo quy định xét thu nhập tăng thêm hoặc quy định kỷ luật. ,Quy_Che_Quy_Dinh
1961,"Điều 8. Tổ chức thực hiện (Khoản 1): Đơn vị đào tạo phân công mỗi lớp 01 giảng viên cơ hữu làm GVCN, lập danh sách gửi Phòng Công tác sinh viên, báo cáo kết quả cho Phòng Đào tạo khi có yêu cầu. ",Quy_Che_Quy_Dinh
1962,"Điều 8. Tổ chức thực hiện (Khoản 2, 3): Phòng Đào tạo tính giờ cho GVCN và đôn đốc báo cáo; Phòng Công tác sinh viên theo dõi, tổng hợp và báo cáo Ban Giám hiệu khi có yêu cầu. ",Quy_Che_Quy_Dinh
1963,Điều 3. Học phần và tín chỉ ,Quy_Che_Quy_Dinh
1964,"1. Học phần là khối lượng kiến thức tương đối trọn vẹn về một vấn đề nào đó, thuận tiện cho người học tích lũy trong quá trình học tập. ",Quy_Che_Quy_Dinh
1965,Học phần được bố trí giảng dạy trọn vẹn và phân bố đều trong một học kỳ. ,Quy_Che_Quy_Dinh
1966,Kiến thức trong mỗi học phần phải gắn với một mức trình độ theo năm học. ,Quy_Che_Quy_Dinh
1967,"Nội dung của một học phần có thể là một lượng kiến thức độc lập, tương đối trọn vẹn hoặc được kết cấu dưới dạng tổ hợp từ nhiều học phần nhỏ hơn. ",Quy_Che_Quy_Dinh
1968,Từng học phần được ký hiệu bằng một mã riêng. ,Quy_Che_Quy_Dinh
1969,2. Có hai loại học phần: Học phần bắt buộc và học phần tự chọn. ,Quy_Che_Quy_Dinh
1970,Học phần tự chọn trong mỗi học kỳ có thể được phân bố trong một nhóm các môn học hoặc được chia thành nhiều nhóm. ,Quy_Che_Quy_Dinh
1971,Nếu chỉ có một nhóm thì sinh viên cần đăng ký tối thiểu bằng số tín chỉ yêu cầu trong phần tự chọn. ,Quy_Che_Quy_Dinh
1972,Trong trường hợp phần tự chọn được chia thành nhiều nhóm thì sinh viên cần đăng ký số tín chỉ trong mỗi nhóm tối thiểu bằng số tín chỉ yêu cầu của nhóm đó. ,Quy_Che_Quy_Dinh
1973,3. Cách tổ chức dạy - học các học phần: ,Quy_Che_Quy_Dinh
1974,- Học phần học trước: Học phần A là học phần học trước của học phần B khi điều kiện bắt buộc để học học phần B là sinh viên đã đăng ký và học học phần A ở học kỳ trước đó (học hết nội dung chương trình và tham gia kỳ đánh giá cuối cùng nhưng có thể kết quả chưa đạt). Sinh viên được phép học học phần B tiếp sau học phần A. ,Quy_Che_Quy_Dinh
1975,"- Học phần thay thế: Học phần thay thế được sử dụng thay thế cho một học phần có trong chương trình đào tạo khoá trước nhưng khoá sau không còn tổ chức giảng dạy nữa, hoặc là một học phần tự chọn thay cho một học phần tự chọn khác mà sinh viên học nhưng không đạt (điểm F). ",Quy_Che_Quy_Dinh
1976,Học phần thay thế còn áp dụng cho những trường hợp: cùng một học phần nhưng số tín chỉ của học phần khoá sau khác với khoá trước. ,Quy_Che_Quy_Dinh
1977,Học phần tương đương phải có nội dung giống ít nhất 75% và có số tín chỉ tương đương với học phần xem xét. ,Quy_Che_Quy_Dinh
1978,Các học phần tương đương hay nhóm học phần tương đương hoặc thay thế do đơn vị đào tạo quản quản lý chuyên môn đề xuất. ,Quy_Che_Quy_Dinh
1979,"- Học phần tích lũy: Là học phần đã được đánh giá theo thang điểm chữ A+, A, B+, B, C+, C, D+, D. Tổng số tín chỉ của các học phần này tính từ lúc bắt đầu khoá học đến thời điểm xét, gọi là khối lượng kiến thức tích lũy. ",Quy_Che_Quy_Dinh
1980,"4. Tín chỉ (TC) là đơn vị dùng để đo khối lượng kiến thức trong chương trình đào tạo, đồng thời là đơn vị dùng để đánh giá khối lượng học tập của sinh viên dựa trên số lượng tín chỉ đã tích lũy được. ",Quy_Che_Quy_Dinh
1981,"- Một tín chỉ được quy định bằng 15 tiết học lý thuyết, bằng 30 tiết học thực hành, thí nghiệm hoặc thảo luận thực hiện tại các phòng thực hành – thí nghiệm hoặc phòng chuyên đề, bằng 45 tiết làm chuyên đề, đồ án, khoá luận tốt nghiệp hoặc 60 giờ thực tập tại cơ sở. ",Quy_Che_Quy_Dinh
1982,"Trong các trường hợp khác, Hiệu trưởng sẽ quy định thời lượng học tập của một tín chỉ. Để tiếp thu được lượng kiến thức, kỹ năng của một tín chỉ, sinh viên phải dành ít nhất 30 giờ chuẩn bị ngoài giờ lên lớp. ",Quy_Che_Quy_Dinh
1983,"- Một tiết học lý thuyết, thực hành có thời lượng 50 phút. ",Quy_Che_Quy_Dinh
1984,5. Học phí tín chỉ ,Quy_Che_Quy_Dinh
1985,"Học phí tín chỉ được xác định căn cứ theo chi phí của các hoạt động giảng dạy học tập, cơ sở vật chất tính cho một tín chỉ. ",Quy_Che_Quy_Dinh
1986,Học phí thu theo học kỳ được xác định theo số tín chỉ mà sinh viên đã đăng ký học trong học kỳ đó. ,Quy_Che_Quy_Dinh
1987,Mức học phí do Hiệu trưởng quy định cho từng bậc học và từng hệ đào tạo theo từng năm học (có quy định riêng). ,Quy_Che_Quy_Dinh
1988,Điều 6. Đăng ký nhập học ,Quy_Che_Quy_Dinh
1989,1. Sinh viên trúng tuyển nộp hồ sơ nhập học về Phòng Công tác sinh viên. ,Quy_Che_Quy_Dinh
1990,"2. Chỉ khi sinh viên đã hoàn thành đầy đủ các thủ tục nhập học, nộp học phí và các khoản thu khác (nếu có) theo quy định của Nhà trường, mới được công nhận là sinh viên chính thức của trường và được cấp thẻ sinh viên. ",Quy_Che_Quy_Dinh
1991,"3. Mọi thủ tục đăng ký nhập học phải được hoàn thành trước ngày khai giảng khóa học theo kế hoạch của Nhà trường, sinh viên nộp hồ sơ trễ theo quy định xem như tự ý bỏ học. ",Quy_Che_Quy_Dinh
1992,Những trường hợp đặc biệt nếu vì lý do khách quan sẽ được Hiệu trưởng xem xét giải quyết. ,Quy_Che_Quy_Dinh
1993,"4. Sinh viên nhập học được Phòng Đào tạo, các đơn vị đào tạo cung cấp đầy đủ các thông tin về mục tiêu, nội dung và kế hoạch học tập của các chương trình đào tạo; quy chế đào tạo, niên giám, sổ tay sinh viên, và các quy chế. ",Quy_Che_Quy_Dinh
1994,Điều 9. Đăng ký khối lượng học tập ,Quy_Che_Quy_Dinh
1995,"1. Cuối năm học, Phòng Đào tạo thông báo lịch trình học dự kiến cho từng chương trình trong từng học kỳ của năm học kế tiếp bao gồm: Danh sách các học phần bắt buộc và tự chọn dự kiến sẽ dạy, điều kiện tiên quyết để được đăng ký học cho từng học phần, kế hoạch giảng dạy, kiểm tra và thi. ",Quy_Che_Quy_Dinh
1996,Đơn vị đào tạo sẽ cung cấp hình thức kiểm tra và thi đối với từng học phần trong buổi học đầu tiên cũa học phần. ,Quy_Che_Quy_Dinh
1997,"Sinh viên tùy theo khả năng và điều kiện học tập của mình, trước mỗi học kỳ đăng ký các lớp học phần cho học kỳ đó và các học kỳ còn lại của năm học (đầu mỗi học kỳ tiếp theo sinh viên có quyền thay đổi các học phần đã đăng ký trước khi Phòng Đào tạo chấp nhận mở lớp). ",Quy_Che_Quy_Dinh
1998,2. Khối lượng học tập mà mỗi sinh viên phải đăng ký trong mỗi học kỳ chính (trừ học kỳ cuối): SV phải đăng ký tối thiểu 12 tín chỉ và tối đa 25 tín chỉ trong mỗi học kỳ chính. ,Quy_Che_Quy_Dinh
1999,Riêng số tín chỉ tối thiểu để được xét học bổng khuyến khích học tập được quy định riêng (Xem quy định về học bổng khuyến khích học tập). ,Quy_Che_Quy_Dinh
2000,3. Đăng ký học phần ,Quy_Che_Quy_Dinh
2001,"- Việc đăng ký các học phần sẽ học cho từng học kỳ phải bảo đảm điều kiện ràng buộc về tính tiên quyết, môn học trước, môn học sau và môn học song hành (nếu có) được quy định trong từng chương trình đào tạo cụ thể và đồng thời phải đạt trình độ tiếng Anh theo chuẩn TOEIC do Nhà trường qui định cho từng bậc, hệ và khóa đào tạo (Nhà trường có qui định riêng về việc thi sát hạch, xếp lớp và trình độ tiếng Anh phải đạt trong quá trình học tập). ",Quy_Che_Quy_Dinh
2002,"4. Đối với khóa mới nhập học, các Khoa, Viện đăng ký học phần ở học kỳ 1 cho sinh viên theo thời khóa biểu cho trước. ",Quy_Che_Quy_Dinh
2003,"Từ học kỳ 2 đến cuối khóa học, sinh viên căn cứ vào niên giám và các lớp học phần được mở, tự đăng ký học phần học tập cho mình qua cổng đăng ký học phần trực tuyến của Nhà trường. ",Quy_Che_Quy_Dinh
2004,5. Sinh viên xem kết quả đăng ký học tập trên cổng thông tin cá nhân (mỗi sinh viên được Nhà trường cung cấp một tài khoản cá nhân và sử dụng trong suốt quá trình học tập tại trường). ,Quy_Che_Quy_Dinh
2005,Nếu vướng mắc thì liên hệ bộ phận giáo vụ của đơn vị đào tạo đề nghị giải quyết. ,Quy_Che_Quy_Dinh
2006,Trường hợp khó khăn đơn vị đào tạo không trực tiếp giải quyết được thì khoa tổng hợp báo cáo Phòng Đào tạo xem xét giải quyết. ,Quy_Che_Quy_Dinh
2007,Điều 10. Rút bớt các học phần sau khi đăng ký ,Quy_Che_Quy_Dinh
2008,Sinh viên chỉ được rút bớt học phần đã đăng ký trong thời gian Phòng Đào tạo chưa khóa lớp học phần. ,Quy_Che_Quy_Dinh
2009,"Sau khi đã hết thời hạn cho phép rút bớt các học phần, những sinh viên đã được chấp nhận đăng ký các học phần thì phải đóng học phí toàn bộ những học phần đã được chấp nhận. ",Quy_Che_Quy_Dinh
2010,"Nếu không đóng học phí đúng thời hạn quy định, phần mềm sẽ tự động hủy đăng ký tất cả các học phần mà sinh viên chưa đóng phí. ",Quy_Che_Quy_Dinh
2011,Những học phần sinh viên đã đăng ký và đã đóng học phí mà không học thì được xem như tự ý bỏ học và phải nhận điểm F học phần đó. ,Quy_Che_Quy_Dinh
2012,"Khi học phần đã được triển khai giảng dạy, Nhà trường không chấp thuận cho rút bớt các học phần. ",Quy_Che_Quy_Dinh
2013,Điều 11. Đăng ký học lại và cải thiện điểm ,Quy_Che_Quy_Dinh
2014,"1. Sinh viên có học phần bắt buộc bị điểm F phải đăng ký học lại học phần đó trong các học kỳ tiếp theo cho đến khi đạt điểm A+, A, B, B+, C, C+, D, D+ (Sinh viên phải thường xuyên theo dõi kế hoạch mở lớp học phần do Phòng Đào tạo ban hành để chủ động đăng ký). ",Quy_Che_Quy_Dinh
2015,2. Sinh viên có học phần tự chọn bị điểm F phải đăng ký học lại học phần đó hoặc được đổi sang học phần tự chọn khác với điều kiện các học phần tự chọn đó phải nằm trong cùng một nhóm ở cùng học kỳ trong niên giám. ,Quy_Che_Quy_Dinh
2016,3. Sinh viên có thể cải thiện điểm tích lũy bằng cách đăng ký học các học phần tự chọn nhiều hơn số học phần tự chọn quy định trong cùng học kỳ và sẽ lấy các học phần tự chọn có điểm cao nhất để tính vào điểm tích lũy. ,Quy_Che_Quy_Dinh
2017,"4. Ngoài các trường hợp quy định tại Khoản 1, 2 và 3 của Điều này, sinh viên có học phần đạt điểm A, B, B+, C, C+, D, D+ được phép đăng ký học cải thiện điểm (sinh viên phải làm đơn gửi khoa quản lý sinh viên). ",Quy_Che_Quy_Dinh
2018,Điều 12. Đăng ký các học phần mở rộng ,Quy_Che_Quy_Dinh
2019,Sinh viên có nguyện vọng học các học phần mở rộng (học phần không có trong chương trình của ngành đang học) làm đơn đăng ký tại khoa quản lý sinh viên. ,Quy_Che_Quy_Dinh
2020,Nếu đạt yêu cầu thì được cấp chứng chỉ học phần đó và được bảo lưu kết quả 6 năm tính từ ngày cấp chứng chỉ. ,Quy_Che_Quy_Dinh
2021,Học phí của học phần mở rộng thu theo bậc đào tạo của học phần được mở và không có chế độ miễn giảm. ,Quy_Che_Quy_Dinh
2022,Điều 13. Nghỉ ốm ,Quy_Che_Quy_Dinh
2023,"Sinh viên xin nghỉ ốm trong quá trình học hoặc trong đợt thi, phải viết đơn xin phép gửi trưởng đơn vị đào tạo trong vòng 1 tuần kể từ ngày bị ốm, kèm với giấy chứng nhận của cơ quan y tế địa phương hoặc của bệnh viện. ",Quy_Che_Quy_Dinh
