STT,Contents,Labels,length,clean_text
5732,"học các phần của điều khoản: học các phần mà sinh viên phải hoàn thành, nhưng kết quả không được sử dụng để tính toán các chỉ số chung (dubctl), bao gồm các lớp học sau: giáo dục quốc phòng và an ninh, giáo dục thể chất, và các phần khác của chương trình đào tạo;",Quy_Che_Quy_Dinh,56,học các phần của điều khoản học các phần mà sinh viên phải hoàn thành nhưng kết quả không được sử dụng để tính toán các chỉ số chung dubctl bao gồm các lớp học sau giáo dục quốc phòng và an ninh giáo dục thể chất và các phần khác của chương trình đào tạo
5733,"Các phần học: việc học từng phần đã được đánh giá qua các điểm a plus, a, b plus, b, c plus, c, d plus, d. Tổng số tín chỉ của các lớp học này được đo từ đầu khóa học đến điểm đánh giá, gọi là khối lượng kiến thức tích lũy.",Quy_Che_Quy_Dinh,53,các phần học việc học từng phần đã được đánh giá qua các điểm a plus a b plus b c plus c d plus d tổng số tín chỉ của các lớp học này được đo từ đầu khóa học đến điểm đánh giá gọi là khối lượng kiến thức tích lũy
5734,lớp học sinh và lớp: lớp học sinh: đó là một lớp danh dự được tổ chức cho các học sinh.,Quy_Che_Quy_Dinh,21,lớp học sinh và lớp lớp học sinh đó là một lớp danh dự được tổ chức cho các học sinh
5735,"Lớp học sinh: các lớp danh dự được tổ chức cho học sinh cùng lớp, cùng chuyên ngành nhằm duy trì các hoạt động chính trị, xã hội và các hoạt động khác ngoài giờ học: khen thưởng, kỷ luật, xem xét điểm rèn luyện của học sinh. Mỗi lớp có một tên riêng, khóa đào tạo và quản lý trong suốt quá trình học tập.",Quy_Che_Quy_Dinh,66,lớp học sinh các lớp danh dự được tổ chức cho học sinh cùng lớp cùng chuyên ngành nhằm duy trì các hoạt động chính trị xã hội và các hoạt động khác ngoài giờ học khen thưởng kỷ luật xem xét điểm rèn luyện của học sinh mỗi lớp có một tên riêng khóa đào tạo và quản lý trong suốt quá trình học tập
5736,"Lớp học: đó là một lớp học được tổ chức dựa trên các lớp trước đó dựa trên kết quả đăng ký của sinh viên trong mỗi học kỳ, vào cùng một thời điểm. Mỗi lớp học được gán với một bộ mã duy nhất trong ZD.",Quy_Che_Quy_Dinh,47,lớp học đó là một lớp học được tổ chức dựa trên các lớp trước đó dựa trên kết quả đăng ký của sinh viên trong mỗi học kỳ vào cùng một thời điểm mỗi lớp học được gán với một bộ mã duy nhất trong zd
5737,Một trung bình chung tích lũy và một trung bình trong lĩnh vực:,Quy_Che_Quy_Dinh,13,một trung bình chung tích lũy và một trung bình trong lĩnh vực
5738,"Trung bình, điểm trung bình của việc học tập và đạt được điểm để được đánh giá (theo thời gian, theo học kỳ, theo trường), trong đó trọng số chỉ là tín chỉ của từng phần. fbctl là cơ sở để xem xét học bổng và tốt nghiệp.",Quy_Che_Quy_Dinh,48,trung bình điểm trung bình của việc học tập và đạt được điểm để được đánh giá theo thời gian theo học kỳ theo trường trong đó trọng số chỉ là tín chỉ của từng phần fbctl là cơ sở để xem xét học bổng và tốt nghiệp
5739,"Trung bình năng lượng (tbl) là kết quả của việc học tập của sinh viên trong một khoảng thời gian nhất định (trường học, năm học hoặc toàn bộ khóa học). Điểm tbhl được tính bằng cách lấy trung bình điểm số của các sinh viên đã học (bao gồm cả giáo dục, thất bại, giáo dục và giáo dục).",Quy_Che_Quy_Dinh,60,trung bình năng lượng tbl là kết quả của việc học tập của sinh viên trong một khoảng thời gian nhất định trường học năm học hoặc toàn bộ khóa học điểm tbhl được tính bằng cách lấy trung bình điểm số của các sinh viên đã học bao gồm cả giáo dục thất bại giáo dục và giáo dục
5740,Kế hoạch và tổ chức đào tạo về các phần học tập đã đăng ký của buổi lễ.,Quy_Che_Quy_Dinh,18,kế hoạch và tổ chức đào tạo về các phần học tập đã đăng ký của buổi lễ
5741,Phần của sinh viên trong lớp phải đăng ký cho các lớp học đã được lên lịch của họ.,Quy_Che_Quy_Dinh,19,phần của sinh viên trong lớp phải đăng ký cho các lớp học đã được lên lịch của họ
5742,"Sinh viên phải đăng ký các môn học mà sinh viên sẽ học trong học kỳ dựa trên danh sách học mở và điều kiện đăng ký của từng phần, bao gồm: các lớp mới, một số lớp chưa hoàn thành (để học lại, nếu có) và một số lớp đã đạt (để cải thiện điểm, nếu có).",Quy_Che_Quy_Dinh,58,sinh viên phải đăng ký các môn học mà sinh viên sẽ học trong học kỳ dựa trên danh sách học mở và điều kiện đăng ký của từng phần bao gồm các lớp mới một số lớp chưa hoàn thành để học lại nếu có và một số lớp đã đạt để cải thiện điểm nếu có
5743,Số lượng tín chỉ mà mỗi sinh viên phải đăng ký cho mỗi học kỳ chính (trừ kỳ cuối cùng) ít nhất là 12 tín chỉ và tối đa là 30 tín chỉ.,Quy_Che_Quy_Dinh,33,số lượng tín chỉ mà mỗi sinh viên phải đăng ký cho mỗi học kỳ chính trừ kỳ cuối cùng ít nhất là 12 tín chỉ và tối đa là 30 tín chỉ
5744,"Số tín chỉ tối thiểu để nhận học bổng khuyến khích việc học tập dựa trên đánh giá, học bổng dành cho sinh viên chính quy, sinh viên đang học tập và nghiên cứu tại trường cao đẳng công nghiệp thành phố vào buổi sáng.",Quy_Che_Quy_Dinh,45,số tín chỉ tối thiểu để nhận học bổng khuyến khích việc học tập dựa trên đánh giá học bổng dành cho sinh viên chính quy sinh viên đang học tập và nghiên cứu tại trường cao đẳng công nghiệp thành phố vào buổi sáng
5745,"Đăng ký để thuận tiện cho sinh viên, đăng ký sinh viên.",Quy_Che_Quy_Dinh,12,đăng ký để thuận tiện cho sinh viên đăng ký sinh viên
5747,"Tùy thuộc vào khả năng và điều kiện học tập của mình, sinh viên phải xác định số lượng sinh viên mà họ sẽ học trong thời gian đó. Sinh viên có thể hủy bỏ các lớp học bắt buộc và đăng ký cho sinh viên khác (nếu cần) trong khoảng thời gian đã định. Việc đăng ký các lớp học mỗi học kỳ phải đảm bảo rằng các yêu cầu về cam kết, học phần đầu tiên và học phần thứ hai (nếu cần) được thiết lập theo thứ tự cụ thể.",Quy_Che_Quy_Dinh,93,tùy thuộc vào khả năng và điều kiện học tập của mình sinh viên phải xác định số lượng sinh viên mà họ sẽ học trong thời gian đó sinh viên có thể hủy bỏ các lớp học bắt buộc và đăng ký cho sinh viên khác nếu cần trong khoảng thời gian đã định việc đăng ký các lớp học mỗi học kỳ phải đảm bảo rằng các yêu cầu về cam kết học phần đầu tiên và học phần thứ hai nếu cần được thiết lập theo thứ tự cụ thể
5748,"Nếu sinh viên tham gia, sinh viên sẽ tham gia vào các nhiệm vụ cần được giải quyết. Nếu họ không có thẩm quyền để giải quyết vấn đề này, thì họ sẽ kết hợp lại và gửi yêu cầu để giải quyết công việc trong trường hợp họ không được ủy quyền để giải quyết. Sau đó, họ sẽ gửi một yêu cầu về công việc trong trường hợp họ không có quyền truy cập vào phòng đào tạo.",Quy_Che_Quy_Dinh,80,nếu sinh viên tham gia sinh viên sẽ tham gia vào các nhiệm vụ cần được giải quyết nếu họ không có thẩm quyền để giải quyết vấn đề này thì họ sẽ kết hợp lại và gửi yêu cầu để giải quyết công việc trong trường hợp họ không được ủy quyền để giải quyết sau đó họ sẽ gửi một yêu cầu về công việc trong trường hợp họ không có quyền truy cập vào phòng đào tạo
5749,đăng ký cho các sinh viên có mong muốn học các khóa học mở rộng.,Quy_Che_Quy_Dinh,15,đăng ký cho các sinh viên có mong muốn học các khóa học mở rộng
5750,"Sinh viên có nguyện vọng học thêm các môn mở rộng (không nằm trong chương trình học chính thức) cần đăng ký tại nhà. Nếu cần kết quả học tập từ trường, họ sẽ nhận được chứng chỉ hoàn thành phần đó và được yêu cầu lưu giữ kết quả trong vòng năm năm kể từ ngày cấp chứng chỉ.",Quy_Che_Quy_Dinh,60,sinh viên có nguyện vọng học thêm các môn mở rộng không nằm trong chương trình học chính thức cần đăng ký tại nhà nếu cần kết quả học tập từ trường họ sẽ nhận được chứng chỉ hoàn thành phần đó và được yêu cầu lưu giữ kết quả trong vòng năm năm kể từ ngày cấp chứng chỉ
5751,Học phí của chương trình mở rộng không miễn phí.,Quy_Che_Quy_Dinh,10,học phí của chương trình mở rộng không miễn phí
5752,"Chà, các phần mở rộng không được tính vào các số trung bình chung.",Quy_Che_Quy_Dinh,14,chà các phần mở rộng không được tính vào các số trung bình chung
5753,cắt giảm số lớp học sau khi đăng ký,Quy_Che_Quy_Dinh,9,cắt giảm số lớp học sau khi đăng ký
5754,Các sinh viên chỉ bị cắt khỏi phần mà họ đã đăng ký trước thời gian của lớp học để tổ chức giảng dạy theo kế hoạch.,Quy_Che_Quy_Dinh,27,các sinh viên chỉ bị cắt khỏi phần mà họ đã đăng ký trước thời gian của lớp học để tổ chức giảng dạy theo kế hoạch
5755,"Sau khi các lớp học được chấp thuận mở để giảng dạy, sinh viên phải thanh toán học phí cho các lớp đã đăng ký. Nếu họ không thanh toán đúng hạn, chương trình quản lý đào tạo sẽ tự động hủy đăng ký của tất cả các lớp của sinh viên chưa thanh toán học phí.",Quy_Che_Quy_Dinh,57,sau khi các lớp học được chấp thuận mở để giảng dạy sinh viên phải thanh toán học phí cho các lớp đã đăng ký nếu họ không thanh toán đúng hạn chương trình quản lý đào tạo sẽ tự động hủy đăng ký của tất cả các lớp của sinh viên chưa thanh toán học phí
5756,Những sinh viên đã nộp đơn và thanh toán học phí được xem là bỏ học và phải nhận điểm f.,Quy_Che_Quy_Dinh,21,những sinh viên đã nộp đơn và thanh toán học phí được xem là bỏ học và phải nhận điểm f
5757,"Khi lớp học đang diễn ra, trường không chấp thuận việc rút lui của học sinh và chưa hoàn toàn được giải quyết, miễn phí.",Quy_Che_Quy_Dinh,25,khi lớp học đang diễn ra trường không chấp thuận việc rút lui của học sinh và chưa hoàn toàn được giải quyết miễn phí
5758,"Đăng ký, học lại và học để cải thiện các điểm số.",Quy_Che_Quy_Dinh,12,đăng ký học lại và học để cải thiện các điểm số
5759,Các sinh viên có điểm F yêu cầu phải đăng ký lại phần đó trong học kỳ tiếp theo cho đến khi họ đạt được điểm. Sinh viên cần thường xuyên theo dõi kế hoạch của mình để bắt đầu lớp học và chủ động đăng ký.,Quy_Che_Quy_Dinh,47,các sinh viên có điểm f yêu cầu phải đăng ký lại phần đó trong học kỳ tiếp theo cho đến khi họ đạt được điểm sinh viên cần thường xuyên theo dõi kế hoạch của mình để bắt đầu lớp học và chủ động đăng ký
5760,"Sinh viên có sự chọn lựa tự chọn phải đăng ký lại phần đó hoặc được chuyển sang một phần khác trong cùng nhóm tự chọn, trong cùng thời gian theo kế hoạch đào tạo.",Quy_Che_Quy_Dinh,35,sinh viên có sự chọn lựa tự chọn phải đăng ký lại phần đó hoặc được chuyển sang một phần khác trong cùng nhóm tự chọn trong cùng thời gian theo kế hoạch đào tạo
5761,Sinh viên có quyền đăng ký các lớp học tự chọn thường có khả năng chọn các khóa học của riêng họ trong cùng một học kỳ và sẽ lấy điểm của những môn học có điểm cao nhất để tính điểm.,Quy_Che_Quy_Dinh,42,sinh viên có quyền đăng ký các lớp học tự chọn thường có khả năng chọn các khóa học của riêng họ trong cùng một học kỳ và sẽ lấy điểm của những môn học có điểm cao nhất để tính điểm
5762,"Ngoài các quy định tại khoảng 1, 2 và 3 của những điều này, sinh viên được phép đăng ký các điểm A, b+, b, c plus, c, d plus, d.",Quy_Che_Quy_Dinh,31,ngoài các quy định tại khoảng 1 2 và 3 của những điều này sinh viên được phép đăng ký các điểm a b b c plus c d plus d
5763,"Sau khi đăng ký và thanh toán học phí, sinh viên không được rút lui / hủy bỏ các lớp học tự chọn và các lĩnh vực học tập nhằm cải thiện điểm số.",Quy_Che_Quy_Dinh,33,sau khi đăng ký và thanh toán học phí sinh viên không được rút lui hủy bỏ các lớp học tự chọn và các lĩnh vực học tập nhằm cải thiện điểm số
5764,Điều 9: nghỉ học và không tham gia kỳ thi có giấy phép.,Quy_Che_Quy_Dinh,13,điều 9 nghỉ học và không tham gia kỳ thi có giấy phép
5765,"Được phép: sinh viên bỏ học trong khóa học cần phải nộp đơn xin xác nhận sự cho phép của trưởng khoa trong vòng một tuần kể từ ngày nghỉ học. Nếu sinh viên được phép vượt quá 20 phần trăm tổng số tiết học của lớp, thì việc quyết định về kỳ thi cuối kỳ của sinh viên sẽ do giảng viên thực hiện.",Quy_Che_Quy_Dinh,65,được phép sinh viên bỏ học trong khóa học cần phải nộp đơn xin xác nhận sự cho phép của trưởng khoa trong vòng một tuần kể từ ngày nghỉ học nếu sinh viên được phép vượt quá 20 phần trăm tổng số tiết học của lớp thì việc quyết định về kỳ thi cuối kỳ của sinh viên sẽ do giảng viên thực hiện
5766,Các kỳ thi cuối không được phép: những sinh viên vắng mặt có lý do chính đáng để xin phép vắng mặt và yêu cầu tham gia kỳ thi cuối.,Quy_Che_Quy_Dinh,30,các kỳ thi cuối không được phép những sinh viên vắng mặt có lý do chính đáng để xin phép vắng mặt và yêu cầu tham gia kỳ thi cuối
5767,Sinh viên đã yêu cầu vắng mặt trong kỳ thi đã được cấp phép để nộp đơn và chứng minh thích hợp về vị trí quản lý trong vòng một tuần sau kỳ thi cuối cùng.,Quy_Che_Quy_Dinh,36,sinh viên đã yêu cầu vắng mặt trong kỳ thi đã được cấp phép để nộp đơn và chứng minh thích hợp về vị trí quản lý trong vòng một tuần sau kỳ thi cuối cùng
5768,"Nếu yêu cầu không được phép và kỳ thi cuối kỳ được phê duyệt, thì người quản lý sẽ chịu trách nhiệm về việc thêm kỳ thi trong vòng 30 ngày kể từ ngày chính thức của đợt học.",Quy_Che_Quy_Dinh,39,nếu yêu cầu không được phép và kỳ thi cuối kỳ được phê duyệt thì người quản lý sẽ chịu trách nhiệm về việc thêm kỳ thi trong vòng 30 ngày kể từ ngày chính thức của đợt học
5769,"Bạn biết đấy, những sinh viên không tham gia các kỳ thi bổ sung vì họ đã được tổ chức, bạn biết đấy, họ không được phép làm việc, điều này có nghĩa là họ không đến được phần này và họ phải đăng ký lại.",Quy_Che_Quy_Dinh,46,bạn biết đấy những sinh viên không tham gia các kỳ thi bổ sung vì họ đã được tổ chức bạn biết đấy họ không được phép làm việc điều này có nghĩa là họ không đến được phần này và họ phải đăng ký lại
5770,"Các trường hợp đặc biệt khác phải được xem xét, quyết định bởi Ban Giám sát.",Quy_Che_Quy_Dinh,16,các trường hợp đặc biệt khác phải được xem xét quyết định bởi ban giám sát
5771,Học sinh được yêu cầu rời khỏi trường tạm thời và được bảo lưu kết quả mà họ đã học (nếu có) trong các trường hợp sau:,Quy_Che_Quy_Dinh,27,học sinh được yêu cầu rời khỏi trường tạm thời và được bảo lưu kết quả mà họ đã học nếu có trong các trường hợp sau
5772,đã bị điều động vào lực lượng vũ trang;,Quy_Che_Quy_Dinh,9,đã bị điều động vào lực lượng vũ trang
5773,"được thực hiện bởi cơ quan, các đại diện quốc gia tham gia vào các kỳ thi, giải đấu quốc tế;",Quy_Che_Quy_Dinh,21,được thực hiện bởi cơ quan các đại diện quốc gia tham gia vào các kỳ thi giải đấu quốc tế
5774,"bệnh tật, thai kỳ, hoặc một tai nạn liên quan đến việc điều trị lâu dài tại các cơ sở y tế, các cơ quan y tế và các cơ quan y tế;",Quy_Che_Quy_Dinh,33,bệnh tật thai kỳ hoặc một tai nạn liên quan đến việc điều trị lâu dài tại các cơ sở y tế các cơ quan y tế và các cơ quan y tế
5775,Vì lý do cá nhân khác. Các quy tắc cho trường hợp này là:,Quy_Che_Quy_Dinh,14,vì lý do cá nhân khác các quy tắc cho trường hợp này là
5776,"Ít nhất một học kỳ tại trường cao đẳng công nghiệp của thành phố, sinh viên đã trải qua ít nhất một học kỳ trong những trường hợp thông minh nhất và thiếu kỷ luật, dưới sự kỷ luật, bị buộc phải bỏ học hoặc được cảnh báo về kết quả học tập của mình trong học kỳ thứ hai.",Quy_Che_Quy_Dinh,60,ít nhất một học kỳ tại trường cao đẳng công nghiệp của thành phố sinh viên đã trải qua ít nhất một học kỳ trong những trường hợp thông minh nhất và thiếu kỷ luật dưới sự kỷ luật bị buộc phải bỏ học hoặc được cảnh báo về kết quả học tập của mình trong học kỳ thứ hai
5777,"Sinh viên phải đạt được điểm trung bình của các lực thu thập từ đầu khóa học (tbll), không thấp hơn 2.00 (4).",Quy_Che_Quy_Dinh,24,sinh viên phải đạt được điểm trung bình của các lực thu thập từ đầu khóa học tbll không thấp hơn 2 00 4
5778,"Trường chỉ giải quyết các trường hợp tạm ngưng học cho các lớp chính và không áp dụng cho các học kỳ mùa hè. Tại thời điểm xin tạm nghỉ học, sinh viên phải có đầy đủ bảng tổng hợp các khóa học và bài thi cuối kỳ.",Quy_Che_Quy_Dinh,48,trường chỉ giải quyết các trường hợp tạm ngưng học cho các lớp chính và không áp dụng cho các học kỳ mùa hè tại thời điểm xin tạm nghỉ học sinh viên phải có đầy đủ bảng tổng hợp các khóa học và bài thi cuối kỳ
5779,"Học phí của trường (nếu có): Nếu học sinh xin tạm nghỉ sau khi học kỳ đã diễn ra hơn 30 ngày, trường sẽ không hoàn trả toàn bộ học phí và phí không tham gia; ngược lại, học phí sẽ được giữ lại trong tài khoản nợ của học sinh.",Quy_Che_Quy_Dinh,51,học phí của trường nếu có nếu học sinh xin tạm nghỉ sau khi học kỳ đã diễn ra hơn 30 ngày trường sẽ không hoàn trả toàn bộ học phí và phí không tham gia ngược lại học phí sẽ được giữ lại trong tài khoản nợ của học sinh
5781,"Ngày 11, hãy cho học sinh nghỉ học vì lý do cá nhân, ngoại trừ học sinh.",Quy_Che_Quy_Dinh,17,ngày 11 hãy cho học sinh nghỉ học vì lý do cá nhân ngoại trừ học sinh
5782,"Học sinh được yêu cầu nghỉ học vì lý do cá nhân, trừ trường hợp học sinh bị kỷ luật hoặc được coi là bị ép buộc nghỉ học.",Quy_Che_Quy_Dinh,29,học sinh được yêu cầu nghỉ học vì lý do cá nhân trừ trường hợp học sinh bị kỷ luật hoặc được coi là bị ép buộc nghỉ học
5783,"Học sinh đã quyết định bỏ học, trở lại trường, tham gia vào các đơn xin hôm nay. Các trường hợp đặc biệt khác phải được xem xét, quyết định bởi hội đồng.",Quy_Che_Quy_Dinh,33,học sinh đã quyết định bỏ học trở lại trường tham gia vào các đơn xin hôm nay các trường hợp đặc biệt khác phải được xem xét quyết định bởi hội đồng
5784,Cảnh báo về kết quả học tập và buộc ngừng học tập vào ngày 12.,Quy_Che_Quy_Dinh,15,cảnh báo về kết quả học tập và buộc ngừng học tập vào ngày 12
5785,"Cảnh báo về kết quả học tập (gọi là cảnh báo học thuật) được đưa ra sau mỗi học kỳ chính, nhằm giúp sinh viên có kết quả học tập kém và đưa ra các lựa chọn học tập phù hợp để họ có thể tốt nghiệp trong thời gian học của mình, cho phép họ nhận được cảnh báo về việc học dựa trên một trong các tình huống sau:",Quy_Che_Quy_Dinh,71,cảnh báo về kết quả học tập gọi là cảnh báo học thuật được đưa ra sau mỗi học kỳ chính nhằm giúp sinh viên có kết quả học tập kém và đưa ra các lựa chọn học tập phù hợp để họ có thể tốt nghiệp trong thời gian học của mình cho phép họ nhận được cảnh báo về việc học dựa trên một trong các tình huống sau
5786,"Tổng số tín chỉ bị trượt trong một học kỳ nếu vượt quá 50% số lượng tín chỉ đã đăng ký trong học kỳ đó, hoặc tổng số tín chỉ từ đầu khóa học vượt quá 24 tín chỉ;",Quy_Che_Quy_Dinh,39,tổng số tín chỉ bị trượt trong một học kỳ nếu vượt quá 50 số lượng tín chỉ đã đăng ký trong học kỳ đó hoặc tổng số tín chỉ từ đầu khóa học vượt quá 24 tín chỉ
5787,"Trong học kỳ đầu tiên của khóa học, dưới 1.00 cho học kỳ tiếp theo;",Quy_Che_Quy_Dinh,16,trong học kỳ đầu tiên của khóa học dưới 1 00 cho học kỳ tiếp theo
5788,"Mtbltl đạt dưới 1,20 cho sinh viên năm nhất, dưới 1,40 cho sinh viên năm hai, dưới 1,60 cho sinh viên năm ba, hoặc dưới 1,80 cho những năm tiếp theo và cuối cùng.",Quy_Che_Quy_Dinh,38,mtbltl đạt dưới 1 20 cho sinh viên năm nhất dưới 1 40 cho sinh viên năm hai dưới 1 60 cho sinh viên năm ba hoặc dưới 1 80 cho những năm tiếp theo và cuối cùng
5789,"Sau mỗi học kỳ chính, nhà trường sẽ quyết định ngừng học với học sinh trong một trong các trường hợp sau:",Quy_Che_Quy_Dinh,22,sau mỗi học kỳ chính nhà trường sẽ quyết định ngừng học với học sinh trong một trong các trường hợp sau
5790,Bị cảnh báo qua hai nghiên cứu liên tiếp trong một khóa học;,Quy_Che_Quy_Dinh,13,bị cảnh báo qua hai nghiên cứu liên tiếp trong một khóa học
5791,"Vì hết thời gian, sinh viên vẫn không đủ điều kiện tốt nghiệp;",Quy_Che_Quy_Dinh,13,vì hết thời gian sinh viên vẫn không đủ điều kiện tốt nghiệp
5792,Cô ấy đã bỏ học ở hai chuyên ngành hoặc không đăng ký lớp học từ hai lớp chính trong quá trình đào tạo chuyên ngành;,Quy_Che_Quy_Dinh,26,cô ấy đã bỏ học ở hai chuyên ngành hoặc không đăng ký lớp học từ hai lớp chính trong quá trình đào tạo chuyên ngành
5793,Nghỉ học ngoài kỳ hạn cho phép: từ hai lớp chính đối với sinh viên loại đào tạo văn học một; từ một kỳ chính đối với sinh viên cùng loại đào tạo liên ngành;,Quy_Che_Quy_Dinh,35,nghỉ học ngoài kỳ hạn cho phép từ hai lớp chính đối với sinh viên loại đào tạo văn học một từ một kỳ chính đối với sinh viên cùng loại đào tạo liên ngành
5794,"Chưa đầy một tháng sau khi các sinh viên quyết định từ chức khỏi trường, bộ phận dịch vụ chính trị và sự hỗ trợ của sinh viên đã gửi thông báo về địa phương, nơi mà các sinh viên đã nộp đơn.",Quy_Che_Quy_Dinh,43,chưa đầy một tháng sau khi các sinh viên quyết định từ chức khỏi trường bộ phận dịch vụ chính trị và sự hỗ trợ của sinh viên đã gửi thông báo về địa phương nơi mà các sinh viên đã nộp đơn
5795,"Số 13, chuyển trường, chuyển ngành, chương trình chuyển nhượng và hình thức đào tạo, chuyển đổi cơ sở vật chất học tập.",Quy_Che_Quy_Dinh,23,số 13 chuyển trường chuyển ngành chương trình chuyển nhượng và hình thức đào tạo chuyển đổi cơ sở vật chất học tập
5796,chuyển học sinh đến một trường khác khi các điều kiện sau đây được đáp ứng.,Quy_Che_Quy_Dinh,16,chuyển học sinh đến một trường khác khi các điều kiện sau đây được đáp ứng
5797,Các sinh viên được coi là chuyển đến một trường học khác khi các điều kiện sau đây được đáp ứng:,Quy_Che_Quy_Dinh,21,các sinh viên được coi là chuyển đến một trường học khác khi các điều kiện sau đây được đáp ứng
5798,"Không phải là sinh viên năm nhất hoặc năm cuối, không được xem xét, không trong kỷ luật, từ cảnh báo lên và có đủ thời gian để học về quy tắc thứ 4;",Quy_Che_Quy_Dinh,34,không phải là sinh viên năm nhất hoặc năm cuối không được xem xét không trong kỷ luật từ cảnh báo lên và có đủ thời gian để học về quy tắc thứ 4
5799,"các sinh viên đủ điều kiện tham gia chương trình, đào tạo và lớp học tại trường để chuyển đến;",Quy_Che_Quy_Dinh,20,các sinh viên đủ điều kiện tham gia chương trình đào tạo và lớp học tại trường để chuyển đến
5800,"lĩnh vực này hoạt động trong đủ điều kiện để đảm bảo chất lượng đào tạo, nhưng vẫn vượt quá khả năng đào tạo của chương trình, đào tạo mà hiện tại được yêu cầu bởi bộ phận giáo dục và đào tạo;",Quy_Che_Quy_Dinh,43,lĩnh vực này hoạt động trong đủ điều kiện để đảm bảo chất lượng đào tạo nhưng vẫn vượt quá khả năng đào tạo của chương trình đào tạo mà hiện tại được yêu cầu bởi bộ phận giáo dục và đào tạo
5801,đã xin phép hiệu trưởng để chuyển ra ngoài và trường học để chuyển vào;,Quy_Che_Quy_Dinh,15,đã xin phép hiệu trưởng để chuyển ra ngoài và trường học để chuyển vào
5802,"Đối với sinh viên từ các trường khác, các trường dựa vào kết quả học tập của sinh viên đã được tích lũy để công nhận kết quả học tập cho các phần tương ứng của dân số.",Quy_Che_Quy_Dinh,38,đối với sinh viên từ các trường khác các trường dựa vào kết quả học tập của sinh viên đã được tích lũy để công nhận kết quả học tập cho các phần tương ứng của dân số
5803,Sự chuyển tiếp sang đào tạo sinh viên được coi là chuyển sang một lĩnh vực đào tạo khác khi có đủ điều kiện.,Quy_Che_Quy_Dinh,24,sự chuyển tiếp sang đào tạo sinh viên được coi là chuyển sang một lĩnh vực đào tạo khác khi có đủ điều kiện
5804,Học sinh được coi là học một lĩnh vực đào tạo khác khi các điều kiện sau đây được đáp ứng:,Quy_Che_Quy_Dinh,21,học sinh được coi là học một lĩnh vực đào tạo khác khi các điều kiện sau đây được đáp ứng
5805,"Không phải là sinh viên năm nhất hoặc năm cuối, không bị xem xét hoặc kỷ luật do cảnh báo và có đủ thời gian để học theo quy tắc khoảng 4.",Quy_Che_Quy_Dinh,32,không phải là sinh viên năm nhất hoặc năm cuối không bị xem xét hoặc kỷ luật do cảnh báo và có đủ thời gian để học theo quy tắc khoảng 4
5806,Tôi đã được chuyển nhượng theo sự cho phép để di chuyển vào và di chuyển ra.,Quy_Che_Quy_Dinh,17,tôi đã được chuyển nhượng theo sự cho phép để di chuyển vào và di chuyển ra
5807,Thời gian cho phép để chuyển nhượng: nhu cầu cá nhân: chuyển nhượng sinh viên.,Quy_Che_Quy_Dinh,15,thời gian cho phép để chuyển nhượng nhu cầu cá nhân chuyển nhượng sinh viên
5808,di chuyển chuyên ngành theo nhu cầu cá nhân: sinh viên được yêu cầu chuyển đổi đào tạo sau khi có kết quả học tập từ năm thứ nhất trở đi. sinh viên liên hệ với phòng đào tạo để thực hiện hồ sơ chuyển đổi chuẩn của trường;,Quy_Che_Quy_Dinh,49,di chuyển chuyên ngành theo nhu cầu cá nhân sinh viên được yêu cầu chuyển đổi đào tạo sau khi có kết quả học tập từ năm thứ nhất trở đi sinh viên liên hệ với phòng đào tạo để thực hiện hồ sơ chuyển đổi chuẩn của trường
5809,"Trong trường hợp chia ngành, đối với các sinh viên cùng chuyên ngành hoặc nhóm ngành, thời gian được phân bổ cho các sinh viên trong cùng một đợt tuyển sinh, chuyên ngành được khuyến nghị cho đào tạo thực hành.",Quy_Che_Quy_Dinh,41,trong trường hợp chia ngành đối với các sinh viên cùng chuyên ngành hoặc nhóm ngành thời gian được phân bổ cho các sinh viên trong cùng một đợt tuyển sinh chuyên ngành được khuyến nghị cho đào tạo thực hành
5810,"Sinh viên chỉ được thi một lần trong lớp trong suốt khóa học. Khi họ được phê duyệt để chuyển sang các môn học mới, sinh viên được coi là đã chuyển điểm nội dung, tương ứng với khối lượng kiến thức. Thời gian học tối đa cho sinh viên được tính trong giai đoạn học tập của việc chuyển nhượng.",Quy_Che_Quy_Dinh,61,sinh viên chỉ được thi một lần trong lớp trong suốt khóa học khi họ được phê duyệt để chuyển sang các môn học mới sinh viên được coi là đã chuyển điểm nội dung tương ứng với khối lượng kiến thức thời gian học tối đa cho sinh viên được tính trong giai đoạn học tập của việc chuyển nhượng
5811,chuyển đổi các chương trình đào tạo và hình thức đào tạo,Quy_Che_Quy_Dinh,12,chuyển đổi các chương trình đào tạo và hình thức đào tạo
