STT,Contents,Labels
4109,điểm thi đại học công nghiệp thành phố hồ chí minh - vòng quốc gia online acm/icpc 2014,Thong_Tin_Truong
4110,hội nghị khoa học lần 5 trường đại học công nghiệp tphcm: công bố gần 100 công trình khoa học,Thong_Tin_Truong
4111,"hội nghị tập huấn xét đạt tiêu chuẩn chức danh giáo sư, phó giáo sư năm 2014",Thong_Tin_Truong
4112,lễ kỷ niệm 85 năm ngày thành lập tổ chức công đoàn việt nam (28/7/1929 - 28/7/2014),Thong_Tin_Truong
4113,"trao 673 suất học bổng nguyễn đức cảnh cho con cán bộ, viên chức có thành tích học tập tốt năm học 2013-2014",Thong_Tin_Truong
4114,trường đại học công nghiệp tphcm: thêm 52 tân thạc sĩ ngành môi trường,Thong_Tin_Truong
4115,hoạt động kỷ niệm ngày quốc tế phụ nữ 8/3/2014,Thong_Tin_Truong
4116,"lễ bế giảng và trao bằng tốt nghiệp cho hơn 10000 tân cử nhân, tân kỹ sư",Thong_Tin_Truong
4117,lễ khai mạc hội thao toàn trường 2014 và kỷ niệm 83 năm ngày thành lập đoàn tncs hồ chí minh,Thong_Tin_Truong
4118,bế mạc hội thao toàn trường năm 2014: trao 99 giải thưởng cho cá nhân và tập thể,Thong_Tin_Truong
4119,"trường đại học công nghiệp tp. hcm tổ chức hội nghị cán bộ, viên chức năm 2014 thành công tốt đẹp",Thong_Tin_Truong
4120,kỷ niệm 9 năm ngày thành lập trường đại học công nghiệp tp. hcm,Thong_Tin_Truong
4121,hội nghị tổng kết hoạt động công đoàn năm học 2012-2013 và triển khai chương trình hoạt động năm học 2013-2014,Thong_Tin_Truong
4122,"tiền thân của trường đại học công nghiệp thành phố hồ chí minh (iuh) là trường huấn nghiệp gò vấp, được chính thức thành lập vào ngày 11/11/1956.",Thong_Tin_Truong
4123,"trường huấn nghiệp gò vấp (tiền thân của đại học công nghiệp tp.hcm) do các tu sĩ dòng don bosco thành lập tại xã hạnh thông, quận gò vấp, tỉnh gia định.",Thong_Tin_Truong
4124,"năm 1968, tiền thân của đại học công nghiệp thành phố hồ chí minh được đổi tên thành trường tư thục trung học kỹ thuật đệ nhất cấp don bosco.",Thong_Tin_Truong
4125,"vào ngày 31/01/1970, trường tiếp tục được cải biên và đổi tên thành trường tư thục trung học kỹ thuật đệ nhị cấp don bosco (gọi tắt là trường trung học kỹ thuật don bosco).",Thong_Tin_Truong
4126,"ngày 19/12/1975, sau khi đất nước thống nhất, trường được bàn giao lại cho tổng cục cơ khí luyện kim và điện tử quản lý.",Thong_Tin_Truong
4127,"năm 1978, trường đổi tên thành trường công nhân kỹ thuật iv và trực thuộc sự quản lý trực tiếp của bộ cơ khí và luyện kim.",Thong_Tin_Truong
4128,"năm 1994, trường công nhân kỹ thuật iv hợp nhất với trường trung học hóa chất ii (tại biên hòa) để trở thành trường trung học kỹ thuật công nghiệp iv, trực thuộc bộ công nghiệp.",Thong_Tin_Truong
4129,"tháng 03 năm 1999, trường trung học kỹ thuật công nghiệp iv chính thức được nâng cấp lên thành trường cao đẳng công nghiệp iv.",Thong_Tin_Truong
4130,tháng 12 năm 2004 là cột mốc quan trọng khi trường cao đẳng công nghiệp iv chính thức được nâng cấp thành trường đại học công nghiệp thành phố hồ chí minh.,Thong_Tin_Truong
4131,quyết định nâng cấp thành trường đại học công nghiệp thành phố hồ chí minh được ban hành theo quyết định số 214/2004/qđ-ttg của thủ tướng chính phủ.,Thong_Tin_Truong
4132,"ngày 23/06/2015, đại học công nghiệp thành phố hồ chí minh được thủ tướng chính phủ phê duyệt thí điểm đổi mới cơ chế hoạt động (giai đoạn 2015-2017) theo quyết định số 902/qđ-ttg.",Thong_Tin_Truong
4133,cơ chế hoạt động tự chủ thí điểm của trường đại học công nghiệp thành phố hồ chí minh bắt đầu được thực hiện từ năm học 2015 - 2016.,Thong_Tin_Truong
4134,"hiện nay, trường đại học công nghiệp thành phố hồ chí minh được đánh giá là một trong những cơ sở giáo dục đại học có quy mô lớn tại việt nam.",Thong_Tin_Truong
4135,"hỏi: trường đại học công nghiệp thành phố hồ chí minh (iuh) được thành lập vào ngày tháng năm nào? - đáp: tiền thân của trường được thành lập từ ngày 11/11/1956, và trường chính thức mang tên đại học công nghiệp thành phố hồ chí minh vào tháng 12/2004.",Thong_Tin_Truong
4136,"hỏi: các tên gọi cũ của đại học công nghiệp thành phố hồ chí minh qua các thời kỳ là gì? - đáp: trước khi mang tên như hiện tại, trường từng trải qua các tên gọi: trường huấn nghiệp gò vấp, trường th kỹ thuật don bosco, trường công nhân kỹ thuật iv, trường th kỹ thuật công nghiệp iv và trường cao đẳng công nghiệp iv.",Thong_Tin_Truong
4137,"Hướng dẫn v/v thực hiện miễn, giảm phí ở ký túc xá năm học 2025 - 2026",Thong_Tin_Truong
4138,"Hướng dẫn nộp hồ sơ đề nghị xét, cấp học bổng Tuyển sinh năm học 2025 - 2026",Thong_Tin_Truong
4139,Thông báo thời hạn học tập tại Trường của sinh viên Trường Đại học Công nghiệp Thành phố Hồ Chí Minh,Thong_Tin_Truong
4140,"Thông báo tuyển sinh Đại học văn bằng hai, đợt 2 năm 2025",Thong_Tin_Truong
4141,"Thông báo v/v cấp Văn bằng, Phụ lục văn bằng bản điện tử",Thong_Tin_Truong
4142,"Hướng dẫn v/v thực hiện chính sách miễn, giảm học phí và hỗ trợ chi phí học tập năm học 2025 - 2026",Thong_Tin_Truong
4143,"Thông báo địa điểm học tập của sinh viên Khóa 21 (K21), năm học 2025 - 2026",Thong_Tin_Truong
4144,Thông báo v/v nghỉ lễ Quốc khánh năm 2025,Thong_Tin_Truong
4145,Kế hoạch xét công nhận tốt nghiệp đợt tháng 10 năm 2025,Thong_Tin_Truong
4146,Thông báo tuyển sinh đào tạo liên thông từ trình độ Cao đẳng lên trình độ Đại học - đợt 2 năm 2025 đặt tại Phân hiệu Quảng Ngãi - tỉnh Quảng Ngãi,Thong_Tin_Truong
4147,Thông báo tuyển sinh đào tạo liên thông từ trình độ Cao đẳng lên trình độ Đại học - đợt 2 năm 2025,Thong_Tin_Truong
4148,Kế hoạch tổ chức Giải thưởng sinh viên nghiên cứu khoa học Euréka cấp Trường năm 2025,Thong_Tin_Truong
4149,"Thông báo v/v nghỉ học trong thời gian tổ chức kỳ thi Đánh giá năng lực ĐHQG-HCM đợt 2, ngày 01/6/2025 tại Cụm thi Trường Đại học Công nghiệp TP. Hồ Chí Minh",Thong_Tin_Truong
4150,"Thông báo v/v đăng ký học phần và đóng học phí học kỳ I, năm học 2025 - 2026",Thong_Tin_Truong
4151,Thông báo kế hoạch xét công nhận tốt nghiệp đợt tháng 07 năm 2025,Thong_Tin_Truong
4152,Thông báo Tuyển sinh đào tạo liên thông từ trình độ Cao đẳng lên trình độ Đại học - đợt 1 năm 2025 (lớp đặt tại Trường Cao đẳng Công Thương Thành phố Hồ Chí Minh),Thong_Tin_Truong
4153,Thông báo kế hoạch nghỉ hè đối với sinh viên năm 2025,Thong_Tin_Truong
4154,Thông báo tuyển chọn nam sinh tốt nghiệp đại học cho các trường quân đội đào tạo sĩ quan dự bị năm 2025,Thong_Tin_Truong
4155,Thông báo tuyển sinh đào tạo liên thông từ trình độ cao đẳng lên trình độ đại học đợt 1- năm 2025 (lớp đặt tại Phân hiệu Quảng Ngãi),Thong_Tin_Truong
4156,Thông báo v/v đăng ký học phần và đóng học phí học kỳ III năm học 2024-2025,Thong_Tin_Truong
4157,Thông báo v/v nghỉ học trong thời gian tổ chức kỳ thi Đánh giá năng lực ĐHQG-HCM đợt 1 năm 2025 tại Cụm thi Trường Đại học Công nghiệp Thành phố Hồ Chí Minh,Thong_Tin_Truong
4158,Quyết định v/v ban hành Tiến độ đào tạo năm học 2025 - 2026,Thong_Tin_Truong
4159,"Thông báo v/v nghỉ lễ Giỗ Tổ Hùng Vương (10/3 âm lịch), ngày Chiến thắng 30/4 và ngày Quốc tế Lao động 01/5 năm 2025",Thong_Tin_Truong
4160,"Kế hoạch tổ chức Hội nghị đối thoại giữa lãnh đạo đơn vị với sinh viên cấp cơ sở, tiến tới Hội nghị giữa lãnh đạo Nhà trường với sinh viên năm 2025",Thong_Tin_Truong
4161,Kế hoạch tổ chức Hội nghị Khoa học trẻ lần thứ 7 - năm 2025 với chủ đề: Chuyển đổi số - Chuyển đổi xanh cho sự phát triển bền vững,Thong_Tin_Truong
4162,Thông báo kế hoạch xét công nhận tốt nghiệp đợt tháng 02 năm 2025,Thong_Tin_Truong
4163,"Thông báo v/v chào giá cạnh tranh tài sản, công cụ dụng cụ thanh lý năm 2024",Thong_Tin_Truong
4164,"Thông báo v/v chào giá cạnh tranh tài sản, công cụ dụng cụ thanh lý năm 2023",Thong_Tin_Truong
4165,Thông báo v/v sinh viên tham gia Bảo hiểm y tế năm 2025,Thong_Tin_Truong
4166,"Thông báo v/v đăng ký học phần và đóng học phí học kỳ 2, năm học 2024 - 2025",Thong_Tin_Truong
4167,Thông báo v/v tuyển chọn sinh viên đi thực tập có hưởng lương tại Đài Loan,Thong_Tin_Truong
4168,"Kế hoạch về việc tổ chức cuộc thi viết ""Ký ức thầy cô IUH"" lần thứ 3 năm 2024",Thong_Tin_Truong
4169,"Thông báo v/v nghỉ Tết Dương lịch, Tết Nguyên đán Ất Tỵ năm 2025",Thong_Tin_Truong
4170,Thông báo v/v thay đổi thời gian tổ chức Lễ bế giảng và trao bằng tốt nghiệp đợt 2 năm 2024,Thong_Tin_Truong
4171,"Kế hoạch tổ chức cuộc thi Đổi mới sáng tạo Khởi nghiệp lần 4 năm 2024 ""Đối mới sáng tạo vì cuộc sống Xanh - Innogreenlife 2024""",Thong_Tin_Truong
4172,Thông báo v/v tổ chức giảng dạy và học tập các học phần tiếng Anh tại Trung tâm Ngoại ngữ - Tin học,Thong_Tin_Truong
4173,Thông báo v/v tổ chức Lễ Khai giảng năm học 2024 - 2025,Thong_Tin_Truong
4174,Thông báo v/v thi sát hạch Tiếng Anh đầu vào đối với sinh viên K20,Thong_Tin_Truong
4175,Thông báo thời hạn học tập tại trường của sinh viên Trường Đại học Công nghiệp Thành phố Hồ Chí Minh,Thong_Tin_Truong
4176,Thông báo về thời gian tổ chức Lễ Khai giảng và Ngày hội chào đón tân sinh viên năm học 2024 - 2025,Thong_Tin_Truong
4177,Hướng dẫn Tân sinh viên K20 làm bài thi kỳ thi sát hạch tiếng Anh đầu vào trên hệ thống,Thong_Tin_Truong
4178,Thông báo v/v tổ chức Lễ bế giảng và phát bằng tốt nghiệp đợt 2 năm 2024,Thong_Tin_Truong
4179,"Thông báo v/v sinh viên khóa 20 tham gia Bảo hiểm y tế tháng 10, 11, 12 năm 2024",Thong_Tin_Truong
4180,"Hướng dẫn nộp hồ sơ đề nghị, cấp học bổng tuyển sinh năm học 2024 - 2025",Thong_Tin_Truong
4181,Thông báo kế hoạch xét công nhận tốt nghiệp đợt tháng 10 năm 2024,Thong_Tin_Truong
4182,Thông báo v/v nghỉ lễ Quốc Khánh năm 2024,Thong_Tin_Truong
4183,"Hướng dẫn Quy trình nhập học trực tuyến cho Tân sinh viên khóa 20, năm học 2024 - 2025",Thong_Tin_Truong
4184,"Thông báo: V/v Tổ chức Ngày hội Tuyển dụng, việc làm năm 2024",Thong_Tin_Truong
4185,Thông báo v/v lưu trữ dữ liệu trên Hệ thống thư điện tử của Nhà trường đối với sinh viên và học viên thuộc Trường,Thong_Tin_Truong
4186,Thông báo về việc tổ chức Lễ bế giảng và phát bằng tốt nghiệp năm 2024,Thong_Tin_Truong
4187,Thông báo v/v nghỉ học trong thời gian tổ chức kỳ thi Đánh giá năng lực ĐHQG-HCM đợt 2 năm 2024 tại Cụm thi Trường Đại học Công nghiệp Thành phố Hồ Chí Minh,Thong_Tin_Truong
4188,"Thông báo v/v đăng ký học phần và đóng học phí học kỳ I, năm học 2024 - 2025",Thong_Tin_Truong
4189,Thông báo v/v tuyển chọn nam sinh viên tốt nghiệp đại học cho các trường quân đội đào tạo sĩ quan dự bị năm 2024,Thong_Tin_Truong
4190,Thông báo: Kế hoạch nghỉ hè đối với sinh viên năm 2024,Thong_Tin_Truong
4191,Thông báo kế hoạch xét công nhận tốt nghiệp đợt tháng 7 năm 2024,Thong_Tin_Truong
4192,Thông báo v/v đăng ký học phần và đóng học phí học kỳ III năm học 2023 - 2024,Thong_Tin_Truong
4193,"V/v Nghỉ lễ Giỗ tổ Hùng Vương (10/3 âm lịch), Ngày Giải phóng miền Nam (30/4) và Ngày Quốc tế lao động (01/05) năm 2024",Thong_Tin_Truong
4194,Quyết định v/v ban hành Tiến độ đào tạo năm học 2024 - 2025,Thong_Tin_Truong
4195,Thông báo v/v nghỉ học trong thời gian tổ chức kỳ thi Đánh giá năng lực ĐHQG-HCM đợt 1 năm 2024 tại Cụm thi Trường Đại học Công nghiệp Thành phố Hồ Chí Minh,Thong_Tin_Truong
4196,Thông báo v/v tuyển chọn sinh viên đi thực tập có hưởng lương tại Nhật Bản,Thong_Tin_Truong
4197,Thông báo v/v sinh viên đăng ký học trước một số học phần của chương trình đào tạo trình độ Thạc sĩ,Thong_Tin_Truong
4198,"Kế hoạch tổ chức Hội nghị Khoa học trẻ lần thứ 6 - năm 2024 với chủ đề: Khoa học công nghệ xanh, kiến tạo cuộc sống xanh",Thong_Tin_Truong
4199,Thông báo danh sách các đội thi được tuyển chọn vào vòng Bán kết cuộc thi Đổi mới sáng tạo Khởi nghiệp lần 3 năm 2023,Thong_Tin_Truong
4200,Thông báo thời hạn học tập tại trường của sinh viên,Thong_Tin_Truong
4201,Thông báo kế hoạch xét công nhận tốt nghiệp đợt tháng 3 năm 2024,Thong_Tin_Truong
4202,Thông báo v/v sinh viên tham gia Bảo hiểm y tế 2024,Thong_Tin_Truong
4203,Thông báo v/v cấp học bổng khuyến khích học tập trình độ thạc sĩ cho sinh viên tốt nghiệp năm 2023,Thong_Tin_Truong
4204,Thông báo v/v tổ chức họp mặt nhân ngày Nhà giáo Việt Nam 20/11 năm 2023,Thong_Tin_Truong
4205,"Thông báo v/v nghỉ Tết Dương lịch, Tết Nguyên đán Giáp Thìn năm 2024",Thong_Tin_Truong
4206,Kế hoạch tổ chức Lễ bế giảng và phát bằng Tốt nghiệp năm 2023,Thong_Tin_Truong
4207,Thông báo v/v thi sát hạch tiếng Anh đầu vào đối với sinh viên khóa 19,Thong_Tin_Truong
4208,"Thông báo v/v đăng ký học phần và đóng học phí học kỳ 2, năm học 2023 - 2024",Thong_Tin_Truong
4209,Thông báo v/v tổ chức Lễ khai giảng năm học 2023 - 2024,Thong_Tin_Truong
4210,"Kế hoạch tổ chức cuộc thi viết ""Ký ức thầy cô IUH"" lần thứ 2 năm 2023",Thong_Tin_Truong
4211,Thông báo v/v điều chỉnh thời gian tổ chức Hội nghị Khoa học trẻ lần thứ 5 - năm 2023,Thong_Tin_Truong
4212,Thông báo v/v xét học bổng Quỹ Chung một tấm lòng cho sinh viên Trường Đại học Công nghiệp Thành phố Hồ Chí Minh,Thong_Tin_Truong
4213,"Thông báo v/v tham gia Bảo hiểm y tế tháng 10, 11, 12 năm 2023 đối với sinh viên nhập học năm học 2023 - 2024",Thong_Tin_Truong
4214,Quy chế công tác sinh viên Trường Đại học Công nghiệp TP.HCM,Thong_Tin_Truong
4215,Quyết định v/v ban hành Mẫu văn bằng của Trường Đại học Công nghiệp Thành phố Hồ Chí Minh,Thong_Tin_Truong
4216,"Hướng dẫn v/v thực hiện chính sách miễn, giảm học phí và hỗ trợ chi phí học tập năm học 2023 - 2024",Thong_Tin_Truong
4217,Thông báo v/v cấp phát chứng chỉ Giáo dục quốc phòng và an ninh cho sinh viên đại học khóa 17,Thong_Tin_Truong
4218,Thông báo v/v nghỉ lễ Quốc Khánh năm 2023,Thong_Tin_Truong
4219,Kế hoạch tổ chức cuộc thi Đấu trường Robot lần thứ 6 - năm 2023,Thong_Tin_Truong
4220,Thông báo kế hoạch xét công nhận tốt nghiệp đợt tháng 10 năm 2023,Thong_Tin_Truong
4221,Thông báo v/v cấp phát chứng chỉ Giáo dục quốc phòng và an ninh cho sinh viên đại học khóa 16,Thong_Tin_Truong
4222,Thông báo kế hoạch nghỉ hè đối với sinh viên năm 2023,Thong_Tin_Truong
4223,Thông báo v/v tuyển chọn nam sinh viên tốt nghiệp đại học cho các trường quân đội đào tạo sĩ quan dự bị năm 2023,Thong_Tin_Truong
4224,Thông báo v/v nghỉ học trong thời gian tổ chức kỳ thi Đánh giá năng lực ĐHQG-HCM đợt 2 năm 2023 tại Cụm thi Trường Đại học Công nghiệp Thành phố Hồ Chí Minh,Thong_Tin_Truong
4225,"Thông báo v/v đăng ký học phần và đóng học phí học kỳ I, năm học 2023 - 2024",Thong_Tin_Truong
4226,Thông báo v/v tăng cường phòng chống dịch COVID-19 trong trường học,Thong_Tin_Truong
4227,Thông báo kế hoạch xét công nhận tốt nghiệp đợt tháng 7 năm 2023,Thong_Tin_Truong
4228,Thông báo v/v Hỗ trợ chi phí học tập Học kỳ II năm học 2022 - 2023,Thong_Tin_Truong
4229,Thông báo v/v đăng ký học phần và đóng học phí học kỳ III năm học 2022 - 2023,Thong_Tin_Truong
4230,Kế hoạch Tổ chức Ngày Sách và Văn hóa đọc Việt Nam năm 2023,Thong_Tin_Truong
4231,"Thông báo v/v nghỉ lễ ngày giỗ Tổ Hùng Vương (10/3 âm lịch), ngày Giải phóng miền Nam (30/4) và ngày Quốc tế lao động (01/5) năm 2023",Thong_Tin_Truong
4232,Thông báo v/v nghỉ học trong thời gian tổ chức kỳ thi Đánh giá năng lực ĐHQG-HCM đợt 1 năm 2023 tại Cụm thi Trường Đại học Công nghiệp Thành phố Hồ Chí Minh,Thong_Tin_Truong
4233,"Thông báo v/v triển khai Hội nghị Khoa học trẻ lần thứ 5 - năm 2023 chủ đề ""Tri thức trẻ trong kỷ nguyên số""",Thong_Tin_Truong
4234,Quyết định v/v ban hành Tiến độ đào tạo năm học 2023 - 2024,Thong_Tin_Truong
4235,Kế hoạch tổ chức Hội nghị Khoa học trẻ lần thứ 5 - năm 2023,Thong_Tin_Truong
4236,Kế hoạch tổ chức Hội nghị đối thoại giữa lãnh đạo đơn vị với sinh viên cấp cơ sở tiến tới Hội nghị đối thoại giữa lãnh đạo Nhà trường với sinh viên năm 2023,Thong_Tin_Truong
4237,Thông báo thời hạn học tập tại Trường Đại học Công nghiệp Thành phố Hồ Chí Minh,Thong_Tin_Truong
4238,Thông báo Kế hoạch xét công nhận tốt nghiệp đợt tháng 4 năm 2023,Thong_Tin_Truong
4239,Thông báo v/v sinh viên tham gia Bảo hiểm y tế 2023,Thong_Tin_Truong
4240,Thông báo v/v tổ chức Lễ bế giảng và phát bằng tốt nghiệp đợt 2 - năm 2022,Thong_Tin_Truong
4241,Thông báo v/v đăng ký học phần và đóng học phí học kỳ 2 năm học 2022 - 2023,Thong_Tin_Truong
4242,Kế hoạch khám sức khoẻ cho sinh viên khoá mới nhập học (K18) năm học 2022 - 2023,Thong_Tin_Truong
4243,"Thông báo v/v nghỉ Tết Dương lịch, Tết Nguyên đán Quý Mão năm 2023",Thong_Tin_Truong
4244,Thông báo Tuyển sinh đào tạo liên thông từ trình độ Cao đẳng lên trình độ Đại học - Đợt 2 năm 2022,Thong_Tin_Truong
4245,Thông báo v/v thi sát hạch tiếng Anh đầu vào đối với sinh viên khóa 18,Thong_Tin_Truong
4246,Thông báo v/v tổ chức Lễ khai giảng năm học 2022 - 2023,Thong_Tin_Truong
4247,Thông báo kế hoạch xét công nhận tốt nghiệp đợt tháng 12 năm 2022,Thong_Tin_Truong
4248,"Thông báo đăng ký tham dự Hội nghị khoa học Quốc tế lần 2 năm 2022, chủ đề: “Công nghệ tiên tiến và phát triển bền vững”",Thong_Tin_Truong
4249,"Thông báo v/v sinh viên tham gia Bảo hiểm y tế tháng 10, 11, 12 năm 2022 đối với sinh viên nhập học năm học 2022 - 2023",Thong_Tin_Truong
4250,"Hướng dẫn v/v thực hiện chính sách miễn, giảm học phí năm học 2022 - 2023",Thong_Tin_Truong
4251,"Thông báo v/v cấp phát chứng chỉ Giáo dục quốc phòng và an ninh, Giáo dục Thể chất cho sinh viên đại học khóa 14 và các khóa đại học, cao đẳng trở về trước",Thong_Tin_Truong
4252,Thông báo v/v nghỉ Lễ Quốc khánh ngày 2/9 năm 2022,Thong_Tin_Truong
4253,"Kế hoạch tổ chức cuộc thi thiết kế đồng phục IUH 2022 ""IUH Uniform Design Contest 2022""",Thong_Tin_Truong
4254,Thông báo v/v công bố điểm đủ điều kiện trúng tuyển bậc Đại học hệ Chính quy năm 2022 bằng phương thức xét tuyển sử dụng kết quả học tập THPT và Ưu tiên xét tuyển,Thong_Tin_Truong
4255,"Thông báo v/v chào giá cạnh tranh tài sản, công cụ dụng cụ thanh lý",Thong_Tin_Truong
4256,Thông báo tuyển sinh ngành Dược học bậc Đại học hệ chính quy năm 2022,Thong_Tin_Truong
4257,Quyết định cho phép Trường Đại học Công nghiệp TP. Hồ Chí Minh đào tạo ngành Dược học trình độ đại học,Thong_Tin_Truong
4258,Thông báo kế hoạch xét công nhận tốt nghiệp đợt tháng 9 năm 2022,Thong_Tin_Truong
4259,"Thông báo v/v đăng ký học phần và đóng học phí học kỳ I, năm học 2022 - 2023",Thong_Tin_Truong
4260,Thông báo tuyển chọn nam sinh tốt nghiệp đại học đi đào tạo sĩ quan dự bị năm 2022,Thong_Tin_Truong
4261,Thông báo kế hoạch nghỉ hè đối với sinh viên năm 2022,Thong_Tin_Truong
4262,Thông báo v/v nghỉ học trong thời gian thi Đánh giá năng lực năm 2022 do Đại học Quốc gia Thành phố Hồ Chí Minh tổ chức đặt tại Cụm thi Trường Đại học Công nghiệp Thành phố Hồ Chí Minh,Thong_Tin_Truong
4263,"Kế hoạch tổ chức cuộc thi Đổi mới sáng tạo Khởi nghiệp lần 2 năm 2022 ""Đổi mới sáng tạo cho cuộc sống XANH - INNOGREENLIFE 2022""",Thong_Tin_Truong
4264,Thông báo kế hoạch xét công nhận tốt nghiệp đợt tháng 7 năm 2022,Thong_Tin_Truong
4265,Kế hoạch tổ chức Lễ bế giảng và phát bằng Tốt nghiệp đợt 1 năm 2022,Thong_Tin_Truong
4266,Thông báo v/v tổ chức Lễ bế giảng và phát bằng Tốt nghiệp đợt 1 năm 2022,Thong_Tin_Truong
4267,Thông báo về việc đăng ký học phần và đóng học phí học kỳ III năm học 2021 - 2022,Thong_Tin_Truong
4268,"Thông báo về việc điều chỉnh thời gian nhận bài tham gia Hội nghị Khoa học quốc tế lần thứ 2, năm 2022",Thong_Tin_Truong
4269,"Thông báo v/v sử dụng chứng chỉ ngoại ngữ, tin học phục vụ công tác xét tốt nghiệp",Thong_Tin_Truong
4270,Thông báo thời hạn học tập tại Trường của sinh viên Trường Đại học Công nghiệp Thành phố Hồ Chí Minh,Thong_Tin_Truong
4271,"Thông báo v/v Điều chỉnh thời gian nhận bài tham gia Hội nghị Khoa học trẻ lần thứ 4, năm 2022",Thong_Tin_Truong
4272,"Thông báo v/v nghỉ lễ Ngày Giỗ tổ Hùng Vương (10/3 âm lịch), Ngày Giải phóng miền Nam (30/4) và Ngày Quốc tế lao động (01/5) năm 2022",Thong_Tin_Truong
4273,Thông báo: V/v nghỉ học trong thời gian thi đánh giá năng lực năm 2022 do Đại học Quốc gia Thành phố Hồ Chí Minh tổ chức đặt tại Cụm thi Trường Đại học Công nghiệp Thành phố Hồ Chí Minh,Thong_Tin_Truong
4274,Call for papers: The 2nd International Conference on Advanced Technology and Sustainable Development - ICATSD 2022,Thong_Tin_Truong
4275,Thông báo lịch khám sức khỏe cho sinh viên Khóa 17,Thong_Tin_Truong
4276,"Thông báo v/v tổ chức Hội nghị Khoa học trẻ lần 4 - năm 2022 với chủ đề ""Khơi thông tri thức - Kiến tạo tương lai""",Thong_Tin_Truong
4277,Thông báo tổ chức Kỳ thi Đánh giá năng lực ngoại ngữ bậc 3-5 trên máy tính theo Khung năng lực ngoại ngữ 6 bậc dùng cho Việt Nam (Kỳ thi ngày 16-17/4/2022),Thong_Tin_Truong
4278,Quyết định v/v ban hành Tiến độ đào tạo năm học 2022 - 2023,Thong_Tin_Truong
4279,Kế hoạch khám sức khỏe cho sinh viên khóa mới nhập học (K17) năm học 2021-2022,Thong_Tin_Truong
4280,Thông báo v/v nộp hồ sơ nhập học đối với sinh viên hệ Đại học chính quy khóa 17,Thong_Tin_Truong
4281,"Kế hoạch tổ chức Hội nghị đối thoại giữa lãnh đạo đơn vị với sinh viên cấp cơ sở, tiến tới Hội nghị đối thoại giữa lãnh đạo Nhà trường với sinh viên năm 2022",Thong_Tin_Truong
4282,"Thông báo v/v giảng dạy, học tập Học kỳ 2 năm học 2021 - 2022",Thong_Tin_Truong
4283,Thông báo kế hoạch xét công nhận tốt nghiệp vào tháng 3 năm 2022,Thong_Tin_Truong
4284,"Thông báo v/v hủy học phần, khóa lớp học phần và hoàn thiện học phí đối với sinh viên Trường Đại học Công nghiệp Thành phố Hồ Chí Minh",Thong_Tin_Truong
4285,Thông báo danh sách kênh liên hệ xử lý công việc trực tuyến,Thong_Tin_Truong
4286,Quyết định ban hành Bộ nhận dạng Thương hiệu Trường Đại học Công nghiệp TP.HCM,Thong_Tin_Truong
4287,Thông báo v/v nghỉ học nhân ngày Nhà giáo Việt Nam 20/11,Thong_Tin_Truong
4288,"Thông báo v/v nghỉ Tết Dương lịch, Tết Nguyên đán Nhâm Dần năm 2022",Thong_Tin_Truong
4289,Thông báo v/v sinh viên tham gia Bảo hiểm y tế năm 2022,Thong_Tin_Truong
4290,Thông báo v/v tổ chức Lễ khai giảng năm học 2021 - 2022,Thong_Tin_Truong
4291,"Thông báo v/v đăng ký học phần và đóng học phí học kỳ II, năm học 2021 - 2022",Thong_Tin_Truong
4292,Thông báo v/v thi sát hạch tiếng Anh đầu vào đối với sinh viên K17,Thong_Tin_Truong
4293,"Hướng dẫn v/v thực hiện chính sách miễn, giảm học phí năm học 2021 - 2022",Thong_Tin_Truong
4294,Quyết định v/v ban hành Quy định công tác giáo viên chủ nhiệm lớp sinh viên Trường Đại học Công nghiệp Thành phố Hồ Chí Minh,Thong_Tin_Truong
4295,"Thông báo v/v chào giá cạnh tranh tài sản, công cụ dụng cụ thanh lý năm 2020",Thong_Tin_Truong
4296,Thông báo kế hoạch xét công nhận tốt nghiệp vào tháng 11 năm 2021,Thong_Tin_Truong
4297,"Thông báo v/v sinh viên khoá mới nhập học năm học 2021 - 2022 tham gia bảo hiểm y tế tháng 10, 11 và 12 năm 2021",Thong_Tin_Truong
4298,Thông báo giờ học và giờ thi của Trường Đại học Công nghiệp Thành phố Hồ Chí Minh,Thong_Tin_Truong
4299,"Thông báo v/v tổ chức ""Tuần sinh hoạt công dân - sinh viên"" năm học 2021 - 2022",Thong_Tin_Truong
4300,Thông báo v/v nghỉ lễ Quốc khánh 2/9 năm 2021,Thong_Tin_Truong
4301,"Thông báo v/v gia hạn đóng học phí học kỳ 1, năm học 2021 - 2022",Thong_Tin_Truong
4302,Hướng dẫn v/v hỗ trợ học phí cho sinh viên có hoàn cảnh khó khăn do ảnh hưởng bởi dịch bệnh COVID-19 năm 2021,Thong_Tin_Truong
4303,Thông báo chính sách học bổng khuyến khích học tập và hỗ trợ học phí năm học 2021 - 2022,Thong_Tin_Truong
4304,Khảo sát ý kiến phản hồi của sinh viên về hoạt động thi trực tuyến.,Thong_Tin_Truong
4305,Thông báo v/v học bổ sung kiến thức của sinh viên tốt nghiệp bậc cao đẳng xét tuyển liên thông lên bậc đại học hình thức vừa làm vừa làm,Thong_Tin_Truong
